"Id","ensembl_gene_id","module","gene_symbol","organ","MM.pval","deseq2_sum.pval","geneID","is.hub","Label","hub_rank","log.MM","random_ranks"
"46","ENSMUSG00000028882","darkgreen","Ppp1r8","muscle",0.018108139592747527,0.3209319987109145,"Ppp1r8",FALSE,"",1,1.742126166257286,71
"85","ENSMUSG00000098399","darkgreen",NA,"muscle",0.018407969644599214,0.47190711125527945,"ENSMUSG00000098399",FALSE,"",1,1.734994110505967,112
"89","ENSMUSG00000038457","darkgreen","Tmem255b","muscle",0.02318002084654595,0.24387884727172077,"Tmem255b",FALSE,"",1,1.6348861777971078,177
"165","ENSMUSG00000024190","darkgreen","Dusp1","muscle",0.025695531649303417,0.9953798890183315,"Dusp1",FALSE,"",1,1.5901423921850684,135
"148","ENSMUSG00000022070","darkgreen","Bora","muscle",0.026457860588889482,0.8357889105045626,"Bora",FALSE,"",1,1.5774452762484503,67
"172","ENSMUSG00000041238","darkgreen","Rbbp8","muscle",0.030112410079501963,0.31126030187983156,"Rbbp8",FALSE,"",1,1.5212544838648137,10
"135","ENSMUSG00000043644","darkgreen","0610009L18Rik","muscle",0.032354982497352094,0.02343102678374885,"0610009L18Rik",FALSE,"",1,1.4900588307762648,29
"14","ENSMUSG00000043415","darkgreen","Otud1","muscle",0.03314098301612139,0.4840688805193357,"Otud1",FALSE,"",1,1.4796346138362497,95
"36","ENSMUSG00000042035","darkgreen","Igsf3","muscle",0.03847778112583656,0.19672633446643004,"Igsf3",FALSE,"",1,1.4147899801006913,22
"9","ENSMUSG00000020423","darkgreen","Btg2","muscle",0.044294916912328064,0.8935132170404798,"Btg2",FALSE,"",1,1.3536461086208766,148
"66","ENSMUSG00000030272","darkgreen","Camk1","muscle",0.045544654907964624,0.8443266535000755,"Camk1",FALSE,"",1,1.3415625842274623,103
"54","ENSMUSG00000092060","darkgreen","Bend4","muscle",0.0486419957482452,0.5935650447056484,"Bend4",FALSE,"",1,1.3129886145603835,172
"139","ENSMUSG00000021256","darkgreen","Vash1","muscle",0.04968303696664057,0.011605470951748494,"Vash1",FALSE,"",1,1.3037918649743576,26
"137","ENSMUSG00000019235","darkgreen","Rps6kl1","muscle",0.053666834508798555,0.012298478968523015,"Rps6kl1",FALSE,"",1,1.2702940204369235,146
"127","ENSMUSG00000039096","darkgreen","Rsad1","muscle",0.055503468003176154,0.6199918183133674,"Rsad1",FALSE,"",1,1.2556798801640263,43
"162","ENSMUSG00000052504","darkgreen","Epha3","muscle",0.0596449508701955,0.8513881423616999,"Epha3",FALSE,"",1,1.2244263148104697,139
"169","ENSMUSG00000067370","darkgreen","B3galt4","muscle",0.07359022764482469,0.7154167630119485,"B3galt4",FALSE,"",1,1.1331798536205169,141
"51","ENSMUSG00000029161","darkgreen","Cgref1","muscle",0.07918689564951743,0.26932268880690546,"Cgref1",FALSE,"",1,1.1013466822739044,79
"96","ENSMUSG00000055368","darkgreen","Slc6a2","muscle",0.11906626895905863,0.20346679055788155,"Slc6a2",FALSE,"",1,0.9242112551401193,69
"100","ENSMUSG00000037419","darkgreen","Endod1","muscle",0.12747945963360327,0.32929606606893824,"Endod1",FALSE,"",1,0.894559786103872,24
"18","ENSMUSG00000079499","darkgreen","6530402F18Rik","muscle",0.16386097616863735,0.5994562196037576,"6530402F18Rik",FALSE,"",1,0.7855244622473431,25
"5","ENSMUSG00000039372","darkgreen","Marchf4","muscle",0.24206860884503048,0.4571650756923708,"Marchf4",FALSE,"",1,0.6160615256731006,42
"145","ENSMUSG00000032846","darkgreen","Zswim6","muscle",0.41325968653151723,0.5719021259989445,"Zswim6",FALSE,"",1,0.38377695806411577,78
