ensembl_gene_id,module,gene_symbol,organ,MM.pval,deseq2_sum.pval
ENSMUSG00000070304,orange,Scn2b,muscle,2.42180075328196e-08,0.000235761312916629
ENSMUSG00000070407,orange,Hs3st3b1,muscle,0.0414260440350371,0.094122399185288
ENSMUSG00000070425,orange,Xntrpc,muscle,7.4676279328601e-07,0.00898986934298068
ENSMUSG00000071347,orange,C1qtnf9,muscle,2.13787275679744e-08,1.12844903945965e-08
ENSMUSG00000072919,orange,Noxred1,muscle,7.54911000023763e-05,0.134011958020866
ENSMUSG00000073375,orange,Lrrc30,muscle,7.36495632426078e-09,4.16634207411926e-05
ENSMUSG00000073423,darkgreen,Zfp414,muscle,8.65011126482934e-06,0.162833562468403
ENSMUSG00000073599,darkgreen,Ecscr,muscle,0.00279198432976171,0.416533149413765
ENSMUSG00000074207,orange,Adh1,muscle,1.8768903966807e-14,4.81012124637101e-12
ENSMUSG00000074480,darkgreen,Mex3a,muscle,0.0143198877053508,0.294971532972059
ENSMUSG00000074794,orange,Arrdc3,muscle,8.68465962910126e-13,1.345850962019e-09
ENSMUSG00000074818,darkgreen,Pdzd7,muscle,4.67414807134423e-09,0.000438443529316785
ENSMUSG00000075224,darkgreen,Lrrc55,muscle,9.5572165150039e-06,0.583494819584303
ENSMUSG00000075254,orange,Heg1,muscle,0.000130220164034662,0.00149006285646426
ENSMUSG00000078202,darkgreen,Nrarp,muscle,5.63034763989531e-07,0.364551930775214
ENSMUSG00000078552,orange,Dcdc2b,muscle,1.05084344091104e-06,0.0126297998015067
ENSMUSG00000078768,darkgreen,Zfp566,muscle,0.00554538365209077,0.0456947897418059
ENSMUSG00000079018,orange,Ly6c1,muscle,8.20312877796832e-13,4.10788123391478e-07
ENSMUSG00000079442,darkgreen,St6galnac4,muscle,0.000146573874426032,0.019528809238706
ENSMUSG00000079499,darkgreen,6530402F18Rik,muscle,0.163860976168637,0.599456219603758
ENSMUSG00000081534,darkgreen,Slc48a1,muscle,3.74288817097997e-08,0.0314221753110165
ENSMUSG00000084691,darkgreen,Gm24895,muscle,0.000513680269093137,0.151747909734223
ENSMUSG00000084797,orange,Gm14321,muscle,7.21225483312254e-06,0.00904851508003705
ENSMUSG00000085151,orange,1110018N20Rik,muscle,3.21079583289901e-05,0.00481169391033936
ENSMUSG00000085411,orange,Gm14319,muscle,6.31251890614655e-12,1.26392089523232e-08
ENSMUSG00000086606,darkgreen,Gm13205,muscle,0.000125643209765607,0.207191852365669
ENSMUSG00000086938,orange,4930481A15Rik,muscle,3.23332777444202e-10,1.10077710974015e-08
ENSMUSG00000087057,orange,Gm11730,muscle,2.39126953161457e-07,0.00906934728510721
ENSMUSG00000087336,orange,Gm15860,muscle,0.000555483773675724,0.20794125754708
ENSMUSG00000089736,orange,Tgfbr3l,muscle,2.05146434367661e-06,0.0314171610291923
ENSMUSG00000090698,darkgreen,Apold1,muscle,3.75209682231206e-08,0.000341737178690631
ENSMUSG00000090958,darkgreen,Lrrc32,muscle,6.42668580818498e-08,0.000611011101627943
ENSMUSG00000091937,darkgreen,Gm3646,muscle,0.000640204938595145,0.844968640569805
ENSMUSG00000092060,darkgreen,Bend4,muscle,0.0486419957482452,0.593565044705648
ENSMUSG00000092071,darkgreen,A230065N10Rik,muscle,0.00955253804941357,0.97962237335784
ENSMUSG00000092412,darkgreen,Gm20507,muscle,0.00250674256580004,0.51364127771922
ENSMUSG00000092868,darkgreen,Mir5113,muscle,0.0071328297047806,0.0290111709319167
ENSMUSG00000093264,darkgreen,NA,muscle,5.4068854683621e-06,0.0531036381746449
ENSMUSG00000093273,orange,Mir3064,muscle,6.87455772901661e-09,2.80726869391679e-05
ENSMUSG00000097099,orange,Gm9917,muscle,9.0791659447435e-05,5.41521689132032e-05
ENSMUSG00000097296,darkgreen,Gm26532,muscle,2.59171717439812e-06,0.0771299509597746
ENSMUSG00000097440,darkgreen,Gm6277,muscle,0.00698055132181222,0.402445502352423
ENSMUSG00000097494,orange,4933406C10Rik,muscle,1.88908211009948e-06,0.00867535519208769
ENSMUSG00000098399,darkgreen,NA,muscle,0.0184079696445992,0.471907111255279
ENSMUSG00000098955,darkgreen,Mir6935,muscle,0.00543737214906296,0.470896486078376
ENSMUSG00000099227,orange,Mir8114,muscle,9.54737143238065e-14,9.07272145076364e-13
ENSMUSG00000100075,darkgreen,1700018L02Rik,muscle,0.00329680151644298,0.368107500886253
ENSMUSG00000100254,orange,Trpc2,muscle,7.69682095040886e-08,0.00884969131721582
ENSMUSG00000102544,darkgreen,Gm5103,muscle,0.00809882404474929,0.859671388044274
ENSMUSG00000103393,darkgreen,Gm38304,muscle,0.00563417727758172,0.519027663004392
ENSMUSG00000106383,darkgreen,E330034L11Rik,muscle,0.00283362221183073,0.563307458819008
ENSMUSG00000109635,darkgreen,Gm45670,muscle,0.00082755859885732,0.229126010278861
ENSMUSG00000109829,orange,Gm45605,muscle,4.70514170864467e-06,5.08616859540355e-05
ENSMUSG00000113682,orange,Gm48630,muscle,5.34269364959121e-05,0.247117900074643
ENSMUSG00000113737,orange,BB123696,muscle,2.85244036168324e-07,0.000418433411643734
ENSMUSG00000114004,orange,Gm48552,muscle,0.00102540248022981,0.645558337761766
ENSMUSG00000115219,orange,Eef1akmt4,muscle,0.013895447276227,0.20039423348925
ENSMUSG00000116069,darkgreen,Gm49510,muscle,0.00121747737128855,0.856681224625904
ENSMUSG00000116165,darkgreen,Pdxp,muscle,0.00213052913443592,0.359144493799792
ENSMUSG00000117222,darkgreen,Gm49906,muscle,0.00240344546763312,0.0087011983393094
ENSMUSG00000117919,orange,Gm41717,muscle,0.000474841557103308,0.0092426839723991
ENSMUSG00000118434,orange,Gm13301,muscle,1.11442417517842e-05,0.0311113141468077
